date_time,population,temp
2025-08-10 11:00:00,Ishikari,17.71508789
2025-08-10 11:00:00,Kerimai,16.17067383
2025-08-10 12:00:00,Ishikari,17.71508789
2025-08-10 12:00:00,Kerimai,16.59967773
2025-08-10 13:00:00,Ishikari,17.6721875
2025-08-10 13:00:00,Kerimai,16.55677734
2025-08-10 14:00:00,Ishikari,18.27279297
2025-08-10 14:00:00,Kerimai,16.17067383
2025-08-10 15:00:00,Ishikari,18.31569336
2025-08-10 15:00:00,Kerimai,16.17067383
2025-08-10 16:00:00,Ishikari,18.35859375
2025-08-10 16:00:00,Kerimai,16.04197266
2025-08-10 17:00:00,Ishikari,17.88668945
2025-08-10 17:00:00,Kerimai,15.91327148
2025-08-10 18:00:00,Ishikari,17.41478516
2025-08-10 18:00:00,Kerimai,15.8274707
2025-08-10 19:00:00,Ishikari,16.98578125
2025-08-10 19:00:00,Kerimai,15.69876953
2025-08-10 20:00:00,Ishikari,16.7712793
2025-08-10 20:00:00,Kerimai,15.61296875
2025-08-10 21:00:00,Ishikari,16.42807617
2025-08-10 21:00:00,Kerimai,15.61296875
2025-08-10 22:00:00,Ishikari,16.17067383
2025-08-10 22:00:00,Kerimai,15.52716797
2025-08-10 23:00:00,Ishikari,15.8274707
2025-08-10 23:00:00,Kerimai,15.48426758
2025-08-11 00:00:00,Ishikari,15.48426758
2025-08-11 00:00:00,Kerimai,15.44136719
2025-08-11 01:00:00,Ishikari,15.35556641
2025-08-11 01:00:00,Kerimai,15.31266602
2025-08-11 02:00:00,Ishikari,15.18396484
2025-08-11 02:00:00,Kerimai,15.31266602
2025-08-11 03:00:00,Ishikari,15.01236328
2025-08-11 03:00:00,Kerimai,15.26976563
2025-08-11 04:00:00,Ishikari,14.88366211
2025-08-11 04:00:00,Kerimai,15.22686523
2025-08-11 05:00:00,Ishikari,14.79786133
2025-08-11 05:00:00,Kerimai,15.18396484
2025-08-11 06:00:00,Ishikari,14.9265625
2025-08-11 06:00:00,Kerimai,15.26976563
2025-08-11 07:00:00,Ishikari,15.31266602
2025-08-11 07:00:00,Kerimai,15.35556641
2025-08-11 08:00:00,Ishikari,16.299375
2025-08-11 08:00:00,Kerimai,15.57006836
2025-08-11 09:00:00,Ishikari,17.71508789
2025-08-11 09:00:00,Kerimai,15.99907227
2025-08-11 10:00:00,Ishikari,19.43110352
2025-08-11 10:00:00,Kerimai,16.38517578
2025-08-11 11:00:00,Ishikari,20.37491211
2025-08-11 11:00:00,Kerimai,16.94288086
2025-08-11 12:00:00,Ishikari,21.53322266
2025-08-11 12:00:00,Kerimai,17.50058594
2025-08-11 13:00:00,Ishikari,22.51993164
2025-08-11 13:00:00,Kerimai,17.88668945
2025-08-11 14:00:00,Ishikari,22.94893555
2025-08-11 14:00:00,Kerimai,18.22989258
2025-08-11 15:00:00,Ishikari,21.91932617
2025-08-11 15:00:00,Kerimai,18.18699219
2025-08-11 16:00:00,Ishikari,20.975517580000002
2025-08-11 16:00:00,Kerimai,17.88668945
2025-08-11 17:00:00,Ishikari,20.03170898
2025-08-11 17:00:00,Kerimai,17.2002832
2025-08-11 18:00:00,Ishikari,19.21660156
2025-08-11 18:00:00,Kerimai,16.85708008
2025-08-11 19:00:00,Ishikari,18.35859375
2025-08-11 19:00:00,Kerimai,16.68547852
2025-08-11 20:00:00,Ishikari,17.6721875
2025-08-11 20:00:00,Kerimai,16.51387695
2025-08-11 21:00:00,Ishikari,17.24318359
2025-08-11 21:00:00,Kerimai,16.47097656
